tBodyAcc-mean()-Z,"tBodyAcc-arCoeff()-X,2","tBodyAcc-arCoeff()-Y,1",tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,"tBodyAccJerk-arCoeff()-X,2","tBodyAccJerk-arCoeff()-Y,1","tBodyAccJerk-arCoeff()-Y,3","tBodyAccJerk-arCoeff()-Z,1","tBodyGyro-arCoeff()-Z,3",tBodyGyroJerk-mean()-Y,tBodyGyroJerk-max()-Y,"tBodyGyroJerk-arCoeff()-Y,3","tBodyGyroJerk-arCoeff()-Z,2","tBodyGyroJerk-arCoeff()-Z,3",tBodyAccMag-min(),tGravityAccMag-arCoeff()3,tBodyAccJerkMag-min(),tBodyGyroMag-std(),tBodyGyroMag-energy(),tBodyGyroJerkMag-arCoeff()3,fBodyAcc-min()-X,fBodyAcc-min()-Z,fBodyAcc-maxInds-X,fBodyAcc-maxInds-Z,"fBodyAcc-bandsEnergy()-25,32","fBodyAcc-bandsEnergy()-57,64","fBodyAcc-bandsEnergy()-25,32.1","fBodyAcc-bandsEnergy()-41,48.1","fBodyAcc-bandsEnergy()-25,48.1","fBodyAcc-bandsEnergy()-49,56.2","fBodyAcc-bandsEnergy()-49,64.2",fBodyAccJerk-min()-Y,fBodyAccJerk-min()-Z,fBodyAccJerk-skewness()-X,fBodyAccJerk-skewness()-Z,"fBodyAccJerk-bandsEnergy()-57,64","fBodyAccJerk-bandsEnergy()-49,64","fBodyAccJerk-bandsEnergy()-25,48","fBodyAccJerk-bandsEnergy()-49,64.1","fBodyAccJerk-bandsEnergy()-41,48.2","fBodyAccJerk-bandsEnergy()-49,64.2",fBodyGyro-min()-Y,"fBodyGyro-bandsEnergy()-49,64.1",fBodyBodyAccJerkMag-iqr(),fBodyBodyAccJerkMag-entropy(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-min(),fBodyBodyGyroJerkMag-meanFreq(),"angle(tBodyAccMean,gravity)",Activity,Activity_dynamic
-0.1017071,0.20385992,-0.12513859,0.052886264,0.20174017,0.16833006,-0.16268289,0.52135169,0.30184211,-0.47940383,0.11929618,-0.51097567,0.2645762,0.68277812,-0.1692317,-0.40489334,0.10917339,-0.73803335,-0.5127188,-0.81981246,-0.55715873,-0.95081721,-0.95225249,-0.74193548,-0.69230769,-0.85291483,-0.9996046,-0.86907323,-0.74853003,-0.84144176,-0.89434824,-0.91995682,-0.89645281,-0.24745509,-0.012190566,-0.34809008,-0.99018777,-0.94373233,-0.71657047,-0.82555424,-0.76429544,-0.80494382,-0.89986382,-0.82668153,-0.53396206,0.30234531,-0.48238575,-0.70003919,-0.012633276,0.62944984,WALKING,0
-0.084831821,0.081872257,-0.21869758,-0.012582936,-0.096956683,-0.057017567,-0.35129687,-0.2999201,-0.37313015,0.12098987,-0.070543006,-0.86501,0.023604594,0.055175035,0.11631887,-0.75714403,0.11921878,-0.7366679,-0.15848962,-0.6415525,0.15645664,-0.78941905,-0.98579476,-0.80645161,-0.92307692,-0.91642316,-0.98179191,-0.93411156,-0.8933829,-0.90220623,-0.9933145,-0.99521977,-0.71646641,-0.75423161,-0.10306939,-0.62890191,-0.99426571,-0.91243777,-0.82228959,-0.94612129,-0.97746443,-0.97239129,-0.87668766,-0.99042706,-0.35372435,0.33986497,-0.45089499,-0.96469717,0.19726388,0.77737629,WALKING_UPSTAIRS,1
-0.11276829,-0.096294425,0.089220857,0.082446151,0.015062669,0.0092994291,0.18377041,0.45777154,0.12540272,0.10270054,-0.034220627,-0.99487463,0.32855816,0.071901273,0.22494851,-0.98883208,0.017623161,-0.98647403,-0.97980583,-0.99961356,-0.28410443,-0.99143042,-0.99025391,-1.0,-1.0,-0.99994021,-0.99995431,-0.99976529,-0.99971963,-0.99977843,-0.9998802,-0.99990965,-0.98960966,-0.99385798,-0.57051905,-0.57706709,-0.99999645,-0.99994744,-0.99992557,-0.99990994,-0.99955338,-0.99987194,-0.98695194,-0.9999358,-0.9953906,-1.0,-0.98727148,-0.99299609,0.59863279,0.029525384,LAYING,3
-0.10288076,0.1661443,-0.19752669,-0.0046098113,-0.11283407,0.023070287,-0.24872866,0.011413547,-0.36406594,-0.14134063,-0.00074028995,-0.80777766,0.090690433,0.050064624,-0.081234153,-0.6199357,0.077346188,-0.5204768,-0.6003994,-0.82850748,0.29572137,-0.75104591,-0.9170579,-0.80645161,-0.76923077,-0.90660956,-0.99181704,-0.9582569,-0.8929467,-0.93336782,-0.94716284,-0.96031547,-0.85632191,-0.99855761,-0.045767328,-0.1257405,-0.99956807,-0.95919095,-0.87351215,-0.96305482,-0.97675188,-0.92713099,-0.91187282,-0.97004926,-0.61068478,0.032830918,-0.68313726,-0.86880968,0.19716308,0.46914399,WALKING_UPSTAIRS,1
-0.12683761,-0.09597358,0.20626869,0.076665795,0.014252118,0.24454893,0.29727125,0.40627129,0.096746017,0.3535508,-0.037117278,-0.99772226,0.27614098,-0.013048172,0.76455254,-0.99279196,0.42812676,-0.98227736,-0.99636502,-0.99995225,0.040243158,-0.98900396,-0.99625943,-0.35483871,-1.0,-0.99986597,-0.9999834,-0.99972657,-0.99955044,-0.99971665,-0.99991005,-0.99990391,-0.98203439,-0.99807796,-0.47454852,-0.53515119,-0.99995084,-0.99990931,-0.99983802,-0.99987425,-0.99971551,-0.99987187,-0.99336662,-0.99998366,-0.98629457,-1.0,-0.9962363,-0.9920523,0.41534613,-0.057191543,STANDING,4
-0.10904721,-0.26915212,0.093635739,0.074915236,0.0062285808,0.069170643,-0.019502519,-0.011771154,0.20177545,0.15636499,-0.047140054,-0.99756077,0.29397819,-0.085747775,0.21248968,-0.99510198,0.49270402,-0.98889917,-0.99501283,-0.99994537,-0.018671664,-0.99200427,-0.99879614,-0.93548387,-1.0,-0.99997657,-0.99998609,-0.99987771,-0.99994176,-0.99987982,-0.99991264,-0.99994651,-0.99628444,-0.98992821,-0.46881553,-0.25349564,-0.99996473,-0.99994567,-0.9999498,-0.99991558,-0.99980456,-0.99983237,-0.98927828,-0.99986746,-0.99511161,-1.0,-0.99645605,-0.99743621,0.35947366,0.09974639,SITTING,5
-0.11390978,0.51787951,-0.27037216,-0.20288386,-0.14523958,0.39134193,-0.39954882,0.13414333,-0.048618588,-0.48266107,-0.10214686,-0.49868899,0.37872904,0.60044698,-0.10431789,-0.69886273,-0.093002732,-0.60769654,-0.43561026,-0.73529298,-0.50696053,-0.52194383,-0.98735469,-0.74193548,-0.53846154,-0.70704971,-0.89781294,-0.73181871,-0.83525664,-0.73774275,-0.93425206,-0.9531878,-0.45916971,-0.89667501,0.11562055,-0.020579127,-0.99969624,-0.90857541,-0.6806483,-0.80396214,-0.90045757,-0.88492884,-0.9693396,-0.91245889,-0.33674537,0.52490366,-0.37827772,-0.64384404,0.037730471,-0.64808566,WALKING,0
-0.10646717,-0.17109248,0.47548522,0.078209638,0.01108414,-0.020447515,0.29295709,0.20933736,0.26713863,0.35035488,-0.038255249,-0.99778587,0.08913855,-0.040050432,0.55674703,-0.99631338,0.46575732,-0.98112291,-0.99270931,-0.99995264,0.054004207,-0.99627106,-0.99706757,-1.0,0.38461538,-0.99994258,-0.99999574,-0.99988873,-0.99966071,-0.99984755,-0.99987001,-0.99991086,-0.9918767,-0.99578927,-0.50659115,-0.47224006,-0.99999788,-0.99995532,-0.99994753,-0.99994168,-0.99946628,-0.99981372,-0.99698731,-0.99997759,-0.9906076,-1.0,-0.99441605,-0.99599437,0.6051309,0.10156136,LAYING,3
-0.1163736,-0.02868266,0.07426676,0.073284352,0.010795482,0.170609,0.072089123,0.13580333,0.18652143,0.23028116,-0.041773287,-0.9950669,-0.048185905,-0.25417681,0.20453992,-0.99410388,-0.023172686,-0.98127627,-0.98594945,-0.99983559,-0.062912037,-0.99701923,-0.9970513,-1.0,-1.0,-0.99982284,-0.99996999,-0.99971614,-0.99978221,-0.99972769,-0.99973266,-0.99981723,-0.98165047,-0.95980538,-0.40214298,-0.50376693,-0.99996774,-0.99991666,-0.99976786,-0.99980334,-0.99990209,-0.99939476,-0.99674602,-0.99997775,-0.99223773,-1.0,-0.99060482,-0.99276357,0.43266414,0.2090637,SITTING,5
-0.11109925,-0.18928624,0.36623567,0.0731869,0.0078862522,0.26280423,0.1972004,0.12137679,-0.067340807,0.21095302,-0.043693015,-0.98867216,0.31918989,-0.19288574,0.26781974,-0.9975157,0.24628204,-0.96728752,-0.9916512,-0.99996034,0.24226354,-0.99592907,-0.99500803,0.61290323,-0.92307692,-0.99973022,-0.9999858,-0.99964407,-0.99928655,-0.99951531,-0.9997982,-0.99986182,-0.98294368,-0.98209861,-0.31017066,-0.42906295,-0.99999555,-0.99989667,-0.99973149,-0.99993006,-0.99975573,-0.99964077,-0.99681951,-0.9999849,-0.97485873,-1.0,-0.99321192,-0.99364527,-0.14191425,0.18287403,SITTING,5
-0.11157611,-0.22845667,0.012985378,0.067206355,0.0096597526,-0.25634172,0.086296902,0.25532588,0.16560055,0.54257772,-0.042530479,-0.9913464,0.16702809,-0.56554138,0.50779366,-0.98991941,0.26040588,-0.98118203,-0.98883037,-0.99982885,0.54802171,-0.99732636,-0.99987672,-0.48387097,-1.0,-0.99977785,-0.99990859,-0.99987259,-0.99984304,-0.99988456,-0.99961138,-0.99973346,-0.98703518,-0.99078318,-0.17834424,-0.34655088,-0.99999845,-0.99982829,-0.99983331,-0.99986299,-0.99936627,-0.99937054,-0.99497014,-0.99996252,-0.98912911,-1.0,-0.99021322,-0.99747102,-0.042124969,0.30680043,LAYING,3
-0.11301861,0.30051038,-0.062164372,0.083503419,0.017279603,0.24278107,-0.16119817,0.011745571,0.35091741,-0.64868054,-0.026483997,-0.94887622,0.11224643,0.51973955,-0.46255466,-0.99515537,0.25974448,-0.99377346,-0.9250386,-0.9985939,-0.050976138,-0.98554239,-0.9927009,-0.67741935,-0.61538462,-0.99942416,-0.99970323,-0.99857474,-0.99853739,-0.9985506,-0.99707873,-0.99780817,-0.99742428,-0.97966875,-0.4780087,-0.61369654,-0.99964119,-0.99978638,-0.99940633,-0.99959682,-0.99815679,-0.99529013,-0.98482664,-0.99963747,-0.96212693,-0.7717892,-0.93970816,-0.97476864,-0.23613097,0.03406517,LAYING,3
-0.1059252,-0.17409294,-0.3984499,0.31771788,0.16037311,-0.30663005,-0.39031845,0.042233838,-0.34612168,-0.033025955,-0.16671452,-0.72551134,0.17779856,0.057833379,0.030474028,-0.82235846,-0.15258344,-0.85083773,-0.50019978,-0.7000196,0.33858078,-0.65947237,-0.99204937,-0.80645161,-0.76923077,-0.93380003,-0.94829574,-0.91276676,-0.93076291,-0.90949382,-0.96702355,-0.97662678,-0.99972897,-0.73966142,0.42296738,-0.32392682,-0.98736981,-0.90645811,-0.89797664,-0.97491104,-0.92438551,-0.94079771,-0.94126677,-0.97777509,-0.71494127,0.085093388,-0.59587894,-0.8986206,-0.044363627,0.63472495,WALKING_UPSTAIRS,1
-0.047841736,0.1967964,0.19252001,0.015087515,-0.2587274,0.18448256,-0.014731019,0.15716107,0.21570254,-0.19028972,0.063659038,-0.072887328,0.089104108,0.059693697,0.092944187,-0.42022379,0.12034122,-0.065198211,0.012548094,-0.32170833,0.64697803,-0.95744809,-0.69687195,-0.74193548,-0.69230769,-0.5489963,-0.99949842,-0.61750265,-0.32316991,-0.52275545,-0.54503772,-0.65343178,-0.94498218,-0.83242666,-0.36534481,-0.50085061,-0.98628053,-0.85720866,-0.34213784,-0.45889029,-0.15274242,-0.25948614,-0.89155522,-0.82503813,0.22730609,0.71099053,0.0047609578,-0.21100348,-0.02766056,0.17622307,WALKING,0
-0.11133949,0.41001324,-0.28415607,0.25810211,0.17526354,0.31101049,-0.38172065,-0.062394628,-0.43081424,-0.26758603,-0.095328526,-0.78468635,0.19751551,0.29567617,-0.071939742,-0.66870692,-0.0065245897,-0.74178078,-0.65126482,-0.87453628,0.1701261,-0.91836892,-0.72712621,-0.74193548,-0.69230769,-0.88819149,-0.97649489,-0.87550007,-0.87887637,-0.86204996,-0.75572964,-0.75598,-0.73756873,-0.98143351,-0.1418685,-0.19947255,-0.98415643,-0.96878159,-0.85617322,-0.95462224,-0.96356231,-0.83708016,-0.91025912,-0.98584497,-0.44209366,0.34403589,-0.64468368,-0.8487224,-0.21239054,-0.7350368,WALKING,0
-0.13675523,0.055735816,0.4145462,0.078135781,0.0061934404,0.26471879,0.31559352,0.50124988,0.48691664,-0.054139213,-0.029097867,-0.97966791,0.29601722,0.090609154,0.11276519,-0.99004657,-0.085460247,-0.96879046,-0.97622166,-0.99946748,-0.51119725,-0.99000011,-0.99927771,-1.0,-1.0,-0.99956932,-0.99998392,-0.99917047,-0.99922076,-0.99911838,-0.99931646,-0.99952447,-0.99158926,-0.97326272,-0.38860032,-0.53491465,-0.99998925,-0.99988006,-0.9994776,-0.99956215,-0.99751355,-0.9987814,-0.98808045,-0.99949519,-0.97735942,-0.940965,-0.97218607,-0.99489977,0.48030796,0.063830707,LAYING,3
-0.11877561,0.3821852,-0.42914244,-0.16019934,0.056931277,0.19129118,-0.44828712,0.12428899,-0.13077941,-0.12130728,-0.089950215,-0.76322562,0.10040998,0.33457763,-0.082679471,-0.69295434,0.039208046,-0.81638777,-0.35469198,-0.64661204,-0.022427499,-0.77560313,-0.98236118,-0.80645161,-0.92307692,-0.8638909,-0.91303134,-0.96047336,-0.92427634,-0.95009025,-0.97998449,-0.98436159,-0.9952574,-0.86623213,-0.13921936,-0.32788824,-0.99688325,-0.96375032,-0.87714012,-0.98193265,-0.94942345,-0.96773453,-0.94573083,-0.98498818,-0.54392997,0.1048388,-0.49823933,-0.90392076,-0.078293484,0.57964835,WALKING_UPSTAIRS,1
-0.1115393,0.21805091,-0.33896028,-0.083453058,0.38380405,0.13115798,-0.42306182,-0.10342395,-0.23749631,-0.091350648,0.018451564,-0.54103356,0.14464764,0.056379667,0.23354689,-0.6660559,-0.33013468,-0.86074869,-0.59018816,-0.79058873,0.029477282,-0.93657476,-0.95935601,-0.80645161,-0.38461538,-0.76089952,-0.99734325,-0.8209885,-0.81088464,-0.8002153,-0.94114084,-0.95798395,-0.59338937,-0.74366535,0.10588747,-0.54820674,-0.91496329,-0.87663105,-0.65494316,-0.94828472,-0.79132142,-0.84280073,-0.87183639,-0.91770248,-0.1416844,0.56738757,-0.5857775,-0.78326742,-0.057189865,-0.86490203,WALKING_DOWNSTAIRS,2
-0.089507595,0.21337294,-0.11219421,-0.23067678,-0.34056483,0.14422998,-0.31897969,-0.17395606,-0.16012413,-0.044417754,-0.27684782,-0.12417898,-0.055382696,0.18081017,-0.13972775,-0.70014375,0.016269716,-0.29178129,0.022789189,-0.11536213,0.13059182,-0.73359269,-0.9495341,-0.74193548,-0.69230769,-0.75147466,-0.94670236,-0.19772094,-0.41505912,-0.13490252,-0.81556761,-0.86888874,-0.61467066,-0.5696665,-0.22619774,-0.56013704,-0.92424311,-0.86324265,-0.58022682,-0.74098893,-0.43646613,-0.6921674,-0.22354056,-0.77098619,0.16995714,0.76612187,0.031906805,-0.1539206,0.0070151209,-0.055601295,WALKING_DOWNSTAIRS,2
-0.093658443,-0.08624206,0.19480472,0.072455499,0.012197005,-0.086633203,0.2208582,0.25898492,0.016730086,0.31133758,-0.043700987,-0.99843425,0.19569269,-0.34355935,0.14249526,-0.99107095,-0.033553168,-0.98327902,-0.97999781,-0.9998019,-0.031887291,-0.99323567,-0.99550869,-1.0,-1.0,-0.99995758,-0.99999068,-0.99987234,-0.99967024,-0.99985289,-0.99985997,-0.9998996,-0.98526902,-0.98238973,-0.34711152,-0.78766473,-0.99999659,-0.99994238,-0.99993778,-0.99986869,-0.9995306,-0.99970298,-0.99456846,-0.99996659,-0.99190599,-1.0,-0.98721482,-0.99926399,0.23942992,0.087274077,LAYING,3
-0.085219903,0.10964053,-0.33955959,0.18277279,-0.1837352,-0.050528242,-0.41501704,-0.25973784,-0.39225812,-0.55755006,-0.18863993,-0.42692375,-0.14968444,0.45482511,-0.445406,-0.72603067,0.088782274,-0.056854495,-0.30068977,-0.46833211,-0.038577275,-0.87156652,-0.89853804,-0.74193548,-0.69230769,-0.91927949,-0.98245627,-0.80776159,-0.73774574,-0.768745,-0.85763548,-0.89717325,0.073821571,-0.6451903,0.20318792,-0.36875926,-0.99927614,-0.92180172,-0.83761293,-0.87680634,-0.81496994,-0.77065144,-0.65592847,-0.93242295,-0.2190234,0.48812255,-0.3319226,-0.42716957,0.222295,-0.08562164,WALKING,0
-0.11040669,-0.16281436,0.51218041,0.078161392,0.012247966,0.013915501,0.42445138,0.39612203,0.27037836,0.20066835,-0.038554744,-0.99953693,0.29583183,-0.17366379,0.27049883,-0.99304953,0.19398235,-0.99133718,-0.99702452,-0.99997503,0.056012124,-0.99606879,-0.99346748,-1.0,-0.92307692,-0.99994041,-0.99999788,-0.99991787,-0.99981369,-0.99990481,-0.99971331,-0.99979817,-0.99734648,-0.99854238,-0.71306632,-0.64032187,-0.99999246,-0.9999759,-0.99991485,-0.99982311,-0.99955861,-0.99960416,-0.99692793,-0.999984,-0.98965481,-1.0,-0.99726403,-0.99904537,0.54070782,-0.23823998,LAYING,3
-0.10855601,-0.22192684,0.34376044,0.077367066,0.018998527,-0.017078617,0.40184233,0.38865072,0.10302925,0.28726229,-0.041138301,-0.99859669,0.018571439,-0.07476991,0.430387,-0.99194372,0.25012641,-0.98856874,-0.99108391,-0.99992073,0.080954994,-0.99388872,-0.98566228,-1.0,-1.0,-0.99986539,-0.99999341,-0.99991571,-0.99971314,-0.99988802,-0.99982423,-0.99985449,-0.99527008,-0.99447902,-0.52743826,-0.70141361,-0.99999661,-0.99997233,-0.99984328,-0.99988308,-0.99974567,-0.99983538,-0.99724178,-0.99999374,-0.99405147,-1.0,-0.99348505,-0.9994986,0.30273769,0.088939861,LAYING,3
-0.29057413,-0.22621817,-0.025551718,0.063263261,0.030266804,0.092638744,0.0015725224,-0.11373195,0.057340989,0.11549605,0.017146817,-0.9831528,0.16750314,-0.26468943,0.018063388,-0.9914975,-0.19893975,-0.97329814,-0.86652167,-0.99571309,-0.13119196,-0.99596266,-0.97060969,-1.0,-1.0,-0.99991168,-0.99975718,-0.99959512,-0.99943479,-0.99943714,-0.99596556,-0.99604346,-0.95014814,-0.98869529,-0.56628015,-0.15508555,-0.9999917,-0.99989753,-0.99982149,-0.99966998,-0.99926595,-0.99742988,-0.91581451,-0.9960133,-0.98196272,-1.0,-0.89998791,-0.98552039,0.19559845,-0.014508598,SITTING,5
-0.065576673,0.39366485,-0.065743978,0.27386614,0.03512542,0.30680237,-0.068308585,0.48472863,-0.15815658,-0.34835735,-0.10459223,-0.82945146,0.16943698,0.37824187,-0.13767212,-0.72569546,0.088906344,-0.74178078,-0.69938784,-0.8596676,0.23439163,-0.63903234,-0.80999552,-0.74193548,-0.76923077,-0.9416247,-0.98001628,-0.90902881,-0.85350655,-0.89661334,-0.80399018,-0.83423366,-0.96766512,-0.92306333,0.011060273,-0.37718349,-0.9638147,-0.94848153,-0.85955273,-0.84133383,-0.91229807,-0.72247392,-0.97229367,-0.98389067,-0.47523591,0.23519514,-0.68069612,-0.89698062,-0.054312064,0.6623282,WALKING,0
-0.065731023,0.15457036,-0.10399083,0.11237526,-0.033207844,0.26717283,-0.13385921,-0.10092719,-0.02843961,-0.11316387,-0.046743374,-0.97204761,-0.059545736,0.032108708,0.2019199,-0.96784168,0.077527897,-0.98281203,-0.95515451,-0.9977409,0.30135105,-0.95835625,-0.92550657,-1.0,-1.0,-0.99881448,-0.99831527,-0.99849378,-0.99527171,-0.99781995,-0.99510382,-0.99285143,-0.99950992,-0.96620732,-0.46284342,-0.47690703,-0.99999587,-0.99977891,-0.99921463,-0.9993419,-0.99924461,-0.99888622,-0.98774063,-0.99963021,-0.96449253,-1.0,-0.96080559,-0.97334628,0.10405027,0.023721741,SITTING,5
-0.089702769,0.37904897,-0.022391351,0.26542615,-0.14126373,0.28498066,-0.11871797,0.31266833,-0.19425929,-0.14459283,-0.18797671,-0.23480117,0.061450448,-0.075671053,-0.03963815,-0.60079294,0.13427921,-0.49986359,-0.28684498,-0.7778733,-0.14425843,-0.57714598,-0.89654747,-0.80645161,-0.76923077,-0.89556268,-0.93244033,-0.91143413,-0.83835641,-0.89995206,-0.39474115,-0.44956187,-0.51364449,-0.93071868,0.039871838,0.14389994,-0.99060839,-0.9293613,-0.86806385,-0.87085185,-0.71328164,-0.52269244,-0.80669581,-0.86401047,-0.2612295,0.36486334,-0.30550445,-0.72957707,-0.1549947,-0.40206381,WALKING,0
-0.042982545,0.1182891,-0.087401519,0.21171574,-0.28489527,0.015597376,-0.22207973,0.0093617323,0.053938603,-0.35527547,-0.36810865,-0.43071727,-0.18137704,0.34156191,-0.26749739,-0.60002344,0.11630818,-0.15841817,-0.22935232,-0.64536399,-0.07731017,-0.8756933,-0.91482287,-0.74193548,-0.92307692,-0.63246836,-0.99702119,-0.76904445,-0.82524847,-0.71181271,-0.90351979,-0.93016515,-0.43873911,-0.39762711,-0.28795977,-0.55861477,-0.91708111,-0.58357132,-0.59017824,-0.78679029,-0.8532973,-0.84646008,-0.42610919,-0.72756982,-0.41636247,0.40588765,-0.2332989,-0.47723358,0.35626011,-0.084549802,WALKING,0
-0.035574892,0.48144382,-0.013475715,0.44257997,0.017244596,0.37011844,-0.046916054,0.17975937,-0.41662175,0.026805234,-0.16384549,-0.65848742,-0.050587437,0.032338953,-0.17569795,-0.72247679,0.1055752,-0.89159801,-0.22948615,-0.64067051,-0.25885847,-0.72525012,-0.57250642,-0.80645161,-0.92307692,-0.87677282,-0.83724334,-0.90965477,-0.6989683,-0.87019814,-0.87538304,-0.87556237,-0.75833204,-0.73755126,-0.083927313,-0.30773772,-0.99860165,-0.95849895,-0.88382889,-0.86307777,-0.9341141,-0.83922668,-0.81494746,-0.94186947,-0.66584145,0.040894586,-0.32380861,-0.53440406,0.23832877,0.27444404,WALKING,0
-0.18997642,0.47602864,-0.17109128,0.27739599,-0.32269652,0.20683406,-0.35238175,-0.3500728,-0.27893627,-0.12898091,0.23248778,-0.75037706,-0.16972489,0.25218367,-0.27185935,-0.77086763,-0.53041279,-0.49079159,-0.24934799,-0.52271941,0.095417689,-0.57219006,-0.88587217,-0.80645161,-0.92307692,-0.78871544,-0.93640275,-0.83971314,-0.84322841,-0.814264,-0.94778244,-0.95190885,-0.9800955,-0.84415322,-0.24902225,-0.23808673,-0.99751402,-0.84224519,-0.78128121,-0.96123058,-0.96317526,-0.94816785,-0.67910315,-0.90734599,-0.37842009,0.38905594,-0.4991568,-0.75444969,0.093635931,-0.45410141,WALKING_UPSTAIRS,1
-0.11176313,-0.19422734,0.23868305,0.072733852,0.0081026132,0.1267874,0.056660573,0.092792478,0.041844046,-0.101419,-0.040638768,-0.9873465,-0.051638807,-0.047927074,0.12036864,-0.99389089,0.040709608,-0.97328295,-0.98107082,-0.99970924,0.046069269,-0.98495362,-0.99489685,-1.0,-1.0,-0.99978165,-0.99987801,-0.99927704,-0.99846208,-0.99906163,-0.9995759,-0.99970327,-0.99157971,-0.95964777,-0.55418619,-0.51384371,-0.99971883,-0.99982409,-0.99952218,-0.99933883,-0.9998312,-0.99913179,-0.99394895,-0.99988296,-0.97856258,-0.940965,-0.98148983,-0.9963178,0.038803485,0.11625622,LAYING,3
-0.10848533,0.065725367,-0.26001734,0.32691475,-0.27589748,-0.028067485,-0.29179494,0.35907327,-0.19627948,-0.59575528,-0.17160198,-0.65521092,0.28386119,0.32844198,-0.2472238,-0.71084315,-0.10458954,-0.27629242,-0.33333143,-0.64111017,-0.23361182,-0.67969778,-0.75222165,-0.80645161,-0.92307692,-0.89224473,-0.88063765,-0.85562299,-0.81326272,-0.8435888,-0.91875796,-0.91434853,-0.4638718,-0.99143988,-0.19691363,-0.38352172,-0.98224211,-0.96543381,-0.80429414,-0.89344601,-0.89681128,-0.92362277,-0.76487811,-0.88485933,-0.32452866,0.20600725,-0.41011935,-0.53068043,0.3639836,-0.14769088,WALKING_UPSTAIRS,1
-0.14746837,0.14985415,0.03272463,-0.42260512,0.35786236,-0.047007324,-0.015347428,-0.020135796,-0.32713918,-0.42522575,0.02744048,-0.7465911,-0.27981293,0.27631992,-0.12124774,-0.59591903,-0.72303438,-0.45059596,-0.16531358,-0.50702264,-0.23427255,-0.27905638,-0.98392822,-0.80645161,-0.92307692,-0.76926992,-0.7788392,-0.81827111,-0.50469583,-0.74485315,-0.9630469,-0.97373515,-0.76588164,-0.77072173,-0.2624105,-0.45990647,-0.94999237,-0.85988715,-0.86040921,-0.84717657,-0.93782142,-0.94585655,-0.89196242,-0.98300414,-0.37395542,0.36173906,-0.3579925,-0.76187969,0.16525919,0.064906712,WALKING_UPSTAIRS,1
-0.18147833,0.40703778,-0.089726404,0.54019546,-0.50899296,0.318002,-0.12296106,0.13840213,-0.413977,-0.094605672,-0.039975287,-0.77700184,-0.21251448,0.15819713,0.043856759,-0.42852132,-0.18957903,-0.92859495,-0.31822977,-0.56521777,-0.040814998,-0.297305,-0.83759258,-0.80645161,-0.92307692,-0.72810342,-0.64218957,-0.76013375,-0.62566584,-0.7056314,-0.94677441,-0.95751814,-0.49758641,-0.81436139,-0.2705862,-0.66705828,-0.97727753,-0.90663539,-0.73608774,-0.90515894,-0.96328925,-0.93301488,-0.98399232,-0.99515803,-0.32502882,0.34494385,-0.50023672,-0.98086922,0.026653386,-0.24617803,WALKING_UPSTAIRS,1
-0.099806206,0.093910206,-0.091946388,0.028151958,-0.048250091,-0.01169792,-0.16103517,0.23421274,-0.25923599,0.092882054,0.094399863,-0.87224165,-0.055033081,-0.034747944,0.44282004,-0.81239071,-0.029138414,-0.87796951,-0.54909318,-0.79154172,-0.10214327,-0.91502886,-0.95104157,-0.74193548,-0.92307692,-0.95632374,-0.995101,-0.93017737,-0.89487191,-0.91283441,-0.97298512,-0.98035499,-0.8513502,-0.88358397,0.035366214,-0.36109244,-0.99877609,-0.97514204,-0.88679519,-0.89616136,-0.95437785,-0.9562321,-0.86564128,-0.93991509,-0.46884892,0.22299795,-0.55152943,-0.94877715,-0.11940394,0.099412974,WALKING_DOWNSTAIRS,2
-0.078053395,0.60417727,-0.37466832,0.26068006,-0.20844623,0.44594844,-0.44277052,0.12784691,-0.24103993,-0.49415014,0.32135265,-0.55906185,0.26001484,0.29658759,0.10915536,-0.88327971,0.068261144,-0.1814429,0.15105827,-0.21852985,-0.32399244,-0.39506825,-0.96485898,-0.80645161,-0.92307692,-0.86321986,-0.93709935,-0.86727902,-0.83142419,-0.86627946,-0.9312739,-0.94843071,-0.85422478,-0.96066432,-0.39193506,-0.26315599,-0.99221473,-0.95167102,-0.8638655,-0.88981879,-0.92408683,-0.86787949,-0.83408423,-0.77243828,-0.36448883,0.31898116,-0.052406145,-0.72867591,0.14303382,-0.094370462,WALKING,0
-0.11408518,-0.24938659,-0.016531481,0.073478515,0.029483623,0.088261097,0.046698204,0.15308394,0.077519921,0.29906372,-0.04454715,-0.99703403,0.30231449,-0.1697095,0.28218696,-0.98313198,0.059114004,-0.98173003,-0.97565494,-0.9996562,-0.013881827,-0.99676615,-0.99520004,-1.0,-1.0,-0.9998952,-0.99999683,-0.99985314,-0.99948387,-0.99971894,-0.99983531,-0.99983918,-0.97360813,-0.97917924,-0.5167551,-0.86641928,-0.99999557,-0.99994514,-0.999893,-0.99989327,-0.99955414,-0.99985293,-0.99667331,-0.99997557,-0.98995574,-1.0,-0.98365491,-0.99518424,0.34750054,-0.054331263,STANDING,4
