date,hour,PM10,PM2.5,ozone,temperature,precipitation,windspeed,humidity,visibility,count
2021-05-24,18,271,59,0.037,21.8,0,3.6,41,1054,828
2021-05-24,19,244,55,0.039,20.5,0,2.5,47,1142,505
2021-05-24,20,236,54,0.039,19.4,0,3.3,52,1218,395
2021-05-24,21,216,51,0.037,18.4,0,2.8,59,1204,340
2021-05-24,22,213,50,0.033,17.7,0,2.6,62,1231,259
2021-05-24,23,189,45,0.031,17.1,0,2.5,66,1267,122
2021-05-25,0,182,42,0.029,16.4,0,1.6,72,1183,68
2021-05-25,1,173,37,0.033,15.6,0,2.3,76,1116,49
2021-05-25,2,171,37,0.032,15.2,0,1.9,76,1176,30
2021-05-25,3,173,38,0.03,14.9,0,0.7,77,1159,27
2021-05-25,4,190,42,0.03,15,0,0.7,76,1102,16
2021-05-25,5,168,41,0.028,15.1,0,3.9,81,954,5
2021-05-25,6,110,31,0.038,14.5,1,4.9,92,238,5
2021-05-25,7,88,27,0.032,13,1,2.3,90,618,4
2021-05-25,8,86,29,0.033,12.6,1,2.8,91,1005,9
2021-05-25,9,79,25,0.038,11.9,1,3.9,94,463,76
2021-05-25,10,86,29,0.039,13.4,1,4.1,87,1704,100
2021-05-25,11,85,29,0.04,15,0,4.5,76,2000,171
2021-05-25,12,70,26,0.048,16.3,0,4.3,69,2000,216
2021-05-25,13,49,16,0.047,16.9,0,4.6,63,2000,224
2021-05-25,14,44,13,0.047,17.2,0,6,61,2000,216
2021-05-25,15,44,14,0.046,17.5,0,5.5,63,2000,236
2021-05-25,16,41,12,0.046,18.8,0,3.9,61,2000,328
2021-05-25,17,38,11,0.043,19.1,0,4.1,60,2000,479
2021-05-25,18,39,10,0.04,18.4,0,4.8,51,2000,695
2021-05-25,19,39,11,0.036,17.8,0,3.5,39,2000,483
2021-05-25,20,41,14,0.037,16.5,0,2.5,48,2000,321
2021-05-25,21,40,11,0.037,15.5,0,1.4,56,2000,347
2021-05-25,22,47,17,0.035,14.7,0,2.7,67,2000,268
2021-05-25,23,42,14,0.033,14,0,1.4,71,2000,124
2021-05-26,0,45,16,0.038,13.4,0,1.4,76,2000,75
2021-05-26,1,42,14,0.04,13.3,0,0.9,81,2000,57
2021-05-26,2,42,12,0.038,13,0,0.8,85,1725,36
2021-05-26,3,41,14,0.035,12.3,0,0.2,85,1741,22
2021-05-26,4,39,12,0.032,11.9,0,0.9,89,1345,14
2021-05-26,5,39,14,0.032,11.6,0,1.8,87,1527,36
2021-05-26,6,45,16,0.024,11.7,0,2.1,90,1604,81
2021-05-26,7,39,16,0.023,12.7,0,1.6,87,1840,200
2021-05-26,8,37,16,0.028,14.5,0,1.2,80,1993,370
2021-05-26,9,39,12,0.035,16.8,0,2.3,66,2000,223
2021-05-26,10,46,13,0.04,18.7,0,1.8,63,2000,160
2021-05-26,11,39,13,0.042,20.5,0,2.9,47,2000,201
2021-05-26,12,45,13,0.045,21.4,0,3.5,42,2000,240
2021-05-26,13,44,11,0.046,22.1,0,3.2,38,2000,225
2021-05-26,14,47,12,0.047,22.7,0,4.2,35,2000,220
2021-05-26,15,45,10,0.05,22.9,0,6,32,2000,259
2021-05-26,16,47,15,0.049,22.8,0,4.1,37,2000,328
2021-05-26,17,41,15,0.048,21.6,0,3.3,43,2000,376
2021-05-26,18,38,16,0.047,20.7,0,3.2,51,1972,674
2021-05-26,19,38,14,0.043,20.6,0,3.5,52,2000,472
2021-05-26,20,37,12,0.042,20.1,0,4.3,49,2000,411
2021-05-26,21,32,11,0.039,19.6,0,2.9,49,2000,366
2021-05-26,22,35,12,0.043,19.4,0,3.1,47,2000,266
2021-05-26,23,37,13,0.048,19.1,0,4.1,49,2000,152
2021-05-27,0,42,15,0.05,18.5,0,3,53,2000,89
2021-05-27,1,39,14,0.047,17.5,0,4.1,62,2000,55
2021-05-27,2,38,12,0.044,17,0,2.9,65,2000,31
2021-05-27,3,32,10,0.043,16.7,0,2.3,64,2000,27
2021-05-27,4,29,11,0.042,16.7,0,2.5,66,2000,19
2021-05-27,5,33,11,0.036,16.5,0,2.5,67,2000,28
2021-05-27,6,32,12,0.03,16.4,0,1.7,69,2000,24
2021-05-27,7,29,12,0.024,15.3,1,2.1,84,398,7
2021-05-27,8,22,9,0.022,14.7,1,1.7,93,341,28
2021-05-27,9,16,7,0.026,14.5,1,3.2,96,390,20
2021-05-27,10,15,8,0.029,15,1,3.7,96,1101,15
2021-05-27,11,19,8,0.038,15.3,1,3.2,97,368,34
2021-05-27,12,34,19,0.044,15.5,0,4.8,97,616,90
2021-05-27,13,43,22,0.041,15.6,0,3.8,91,692,124
2021-05-27,14,37,21,0.033,15.9,0,2.5,91,886,141
2021-05-27,15,33,14,0.032,16.8,0,3.1,89,1226,203
2021-05-27,16,37,14,0.035,18.4,0,3.6,80,2000,242
2021-05-27,17,44,19,0.041,17.9,0,4.6,81,1578,405
2021-05-27,18,49,23,0.044,17.7,0,3.4,79,1439,588
2021-05-27,19,55,27,0.043,16.6,0,3.8,80,1232,377
2021-05-27,20,60,32,0.041,15.8,0,2.4,81,1145,308
2021-05-27,21,60,32,0.041,15.1,0,2,82,892,295
2021-05-27,22,55,30,0.037,14.3,0,0.4,83,799,264
2021-05-27,23,54,31,0.035,14,0,1.2,86,805,107
2021-05-28,0,61,38,0.036,13.9,0,1.5,88,603,90
2021-05-28,1,55,32,0.029,13.2,0,2.2,91,310,49
2021-05-28,2,62,38,0.025,13,0,0.6,93,439,24
2021-05-28,3,66,39,0.026,13.2,0,2.2,93,354,21
2021-05-28,4,68,46,0.021,13.5,1,2,94,295,2
2021-05-28,5,45,31,0.024,13.3,1,1.2,92,260,1
2021-05-28,6,42,29,0.024,13.1,1,2.4,98,128,4
2021-05-28,7,31,23,0.026,12.8,1,3.5,97,275,2
2021-05-28,8,21,19,0.029,12.7,1,3.3,98,339,17
2021-05-28,9,16,9,0.03,12.5,1,2.5,96,796,16
2021-05-28,10,19,9,0.027,12.6,1,2.8,96,1029,36
2021-05-28,11,16,6,0.031,12.8,0,3.4,94,1983,105
2021-05-28,12,13,9,0.033,14.5,0,2.5,92,2000,159
2021-05-28,13,16,8,0.033,15.8,0,2.3,85,2000,192
2021-05-28,14,21,4,0.035,17.3,0,2,79,2000,184
2021-05-28,15,19,12,0.042,19,0,2,73,2000,286
2021-05-28,16,34,17,0.054,19.7,0,1.6,71,2000,293
2021-05-28,17,34,21,0.053,19.2,0,4.5,68,2000,447
2021-05-28,18,42,20,0.049,18.2,0,3.5,72,2000,668
2021-05-28,19,37,20,0.049,17.3,0,2.9,79,1926,394
2021-05-28,20,32,20,0.047,16.4,0,3.2,83,1530,320
2021-05-28,21,30,16,0.05,16.1,0,4,83,2000,270
2021-05-28,22,32,17,0.049,15.9,0,2.9,84,1721,252
2021-05-28,23,22,12,0.045,15.9,0,2.3,84,1956,104
2021-05-29,0,17,9,0.041,15.8,0,3.5,81,2000,88
2021-05-29,1,11,4,0.038,15.3,0,2.9,81,2000,72
2021-05-29,2,10,3,0.034,14.7,0,3,84,2000,44
2021-05-29,3,10,4,0.031,14.4,0,3,83,2000,35
2021-05-29,4,17,7,0.032,14.1,0,3,85,2000,18
2021-05-29,5,23,11,0.024,13.7,0,2.5,90,2000,31
2021-05-29,6,28,13,0.019,13.3,0,1,90,1853,48
2021-05-29,7,29,13,0.025,14.1,0,1.2,91,1947,72
2021-05-29,8,35,18,0.025,15.9,0,2.1,82,2000,108
2021-05-29,9,30,14,0.033,17.7,0,1.8,72,2000,165
2021-05-29,10,27,11,0.04,18.9,0,1.6,67,2000,220
2021-05-29,11,22,11,0.036,18.9,0,2.5,62,2000,179
2021-05-29,12,24,11,0.031,18.4,0,1.7,66,1987,194
2021-05-29,13,18,6,0.029,18.3,0,1.9,63,2000,140
2021-05-29,14,17,10,0.029,17.6,0,3.4,62,2000,126
2021-05-29,15,20,10,0.031,16.7,1,2.6,70,2000,121
2021-05-29,16,13,11,0.03,16,0,2,76,2000,89
2021-05-29,17,12,7,0.031,15.8,1,0.8,76,2000,149
2021-05-29,18,18,14,0.027,15.3,0,1.7,83,2000,141
2021-05-29,19,16,9,0.028,14.8,0,2.2,82,2000,174
2021-05-29,20,19,15,0.028,14.6,0,2.1,81,2000,224
2021-05-29,21,19,13,0.018,14.4,0,2.1,85,2000,248
2021-05-29,22,21,13,0.017,13.7,0,1.6,86,2000,231
2021-05-29,23,20,11,0.014,13.3,0,1.7,87,2000,133
2021-05-30,0,17,13,0.014,12.8,0,1.9,89,2000,76
2021-05-30,1,15,9,0.012,12.3,0,1.6,90,1946,63
2021-05-30,2,15,11,0.011,11.8,0,2.3,94,1313,29
2021-05-30,3,14,9,0.017,11.4,0,2.1,94,1025,36
2021-05-30,4,15,9,0.016,11.2,0,2.2,95,866,13
2021-05-30,5,13,8,0.017,10.9,0,2.4,96,1495,18
2021-05-30,6,13,7,0.019,10.9,0,2.3,96,1088,36
2021-05-30,7,11,6,0.021,11.9,0,2.6,95,2000,69
2021-05-30,8,13,4,0.024,13.8,0,2.8,85,2000,71
2021-05-30,9,13,5,0.028,15.8,0,1.9,76,2000,132
2021-05-30,10,15,4,0.036,18.3,0,2.3,69,2000,227
2021-05-30,11,17,7,0.038,20.3,0,2.2,61,2000,265
2021-05-30,12,19,8,0.044,22,0,2,56,2000,358
2021-05-30,13,22,8,0.05,23.2,0,2.2,48,2000,406
2021-05-30,14,24,14,0.058,24.1,0,2.1,44,2000,453
2021-05-30,15,31,15,0.065,25.5,0,2.4,40,2000,527
2021-05-30,16,34,12,0.067,26.2,0,1.9,40,2000,533
2021-05-30,17,37,17,0.067,26.1,0,1,40,2000,592
2021-05-30,18,36,17,0.063,25.4,0,1.6,41,2000,430
2021-05-30,19,45,26,0.054,24.6,0,1,44,2000,93
2021-05-30,20,42,28,0.046,19,1,3,84,281,31
2021-05-30,21,39,24,0.037,18.7,1,2,85,918,49
2021-05-30,22,39,27,0.033,18.7,0,1.6,86,751,5
2021-05-30,23,35,25,0.039,17.8,1,2.5,95,73,5
2021-05-31,0,32,24,0.039,17.5,1,1,96,210,3
2021-05-31,1,20,16,0.039,17.5,1,2.6,97,189,4
2021-05-31,2,22,16,0.038,17.2,1,1.8,95,413,13
2021-05-31,3,17,14,0.04,16.8,0,2.3,92,1180,8
2021-05-31,4,17,14,0.039,16.6,0,1.9,91,1435,14
2021-05-31,5,21,14,0.035,16.6,0,1.5,94,1050,21
2021-05-31,6,24,14,0.035,16.8,0,2.1,95,907,60
2021-05-31,7,23,13,0.031,17,0,1.8,94,932,161
2021-05-31,8,24,13,0.033,17.3,0,1,93,1731,297
2021-05-31,9,27,9,0.04,17.4,0,3,86,1991,188
2021-05-31,10,35,13,0.038,18.1,0,1.8,82,2000,157
2021-05-31,11,32,12,0.038,19.2,0,1.2,76,2000,188
2021-05-31,12,31,14,0.04,20.1,0,1.5,75,2000,236
2021-05-31,13,33,16,0.04,21.4,0,2.2,72,2000,226
2021-05-31,14,33,17,0.043,22.1,0,2.1,70,2000,235
2021-05-31,15,36,18,0.053,22.8,0,1.8,68,2000,264
2021-05-31,16,34,21,0.058,23.3,0,2.6,66,2000,302
2021-05-31,17,39,22,0.054,23.5,0,2.9,67,2000,564
2021-05-31,18,40,22,0.051,23.5,0,1.6,64,2000,905
2021-05-31,19,40,22,0.047,22.6,0,2.1,68,2000,582
2021-05-31,20,39,24,0.043,21.9,0,2.3,72,2000,477
2021-05-31,21,39,21,0.036,21.7,0,2.2,72,2000,410
2021-05-31,22,35,22,0.021,21.1,0,2.1,70,2000,298
2021-05-31,23,37,19,0.019,20.5,0,0.7,74,2000,148
2021-06-01,0,41,20,0.006,19.8,0,0.9,79,1947,76
2021-06-01,1,40,24,0.012,19.1,0,2,84,1487,58
2021-06-01,2,38,24,0.02,18.8,0,1.7,84,1757,37
2021-06-01,3,38,21,0.022,18.8,0,1.6,86,2000,29
2021-06-01,4,38,22,0.022,18.9,0,1.3,84,2000,24
2021-06-01,5,33,19,0.021,19,1,2.5,87,1668,14
2021-06-01,6,21,14,0.03,17.7,1,3.7,78,1908,30
2021-06-01,7,20,11,0.031,16.8,0,2.3,76,1976,28
2021-06-01,8,22,11,0.03,16.1,1,1.8,90,420,147
2021-06-01,9,23,10,0.03,16.7,1,3.7,86,2000,189
2021-06-01,10,26,10,0.032,18.7,0,2.6,81,2000,186
2021-06-01,11,29,16,0.026,20.8,0,1.4,73,2000,209
2021-06-01,12,38,16,0.036,22.6,0,2.5,66,2000,241
2021-06-01,13,37,23,0.053,23.7,0,3,61,2000,256
2021-06-01,14,33,25,0.044,23.6,0,3,60,2000,232
2021-06-01,15,36,23,0.042,23.2,0,2.3,61,1784,184
2021-06-01,16,43,21,0.035,22.5,0,2,66,1940,234
2021-06-01,17,32,19,0.036,22.9,0,2.8,61,2000,492
2021-06-01,18,40,22,0.034,22.8,0,1.5,63,2000,750
2021-06-01,19,39,24,0.016,22.4,0,1.4,67,2000,461
2021-06-01,20,42,27,0.017,21.4,0,3.4,75,1873,368
2021-06-01,21,43,28,0.014,20.9,0,1.6,76,1603,340
2021-06-01,22,50,31,0.014,20.2,0,1,77,1214,315
2021-06-01,23,49,35,0.011,19.8,0,1.7,82,890,132
2021-06-02,0,53,38,0.007,19.2,0,1.3,81,882,96
2021-06-02,1,44,35,0.009,18.7,0,0.8,83,978,53
2021-06-02,2,50,40,0.006,18.1,0,1.7,85,761,28
2021-06-02,3,44,35,0.004,17.6,0,1.2,89,558,25
2021-06-02,4,49,36,0.007,17,0,1.7,90,406,22
2021-06-02,5,46,39,0.013,16.6,0,2.1,92,368,30
2021-06-02,6,46,38,0.017,16.7,0,1.5,92,414,88
2021-06-02,7,42,29,0.021,17.9,0,1.9,90,904,198
2021-06-02,8,54,33,0.024,20.1,0,1,81,1196,397
2021-06-02,9,45,26,0.034,22.2,0,2.2,75,1344,250
2021-06-02,10,45,22,0.039,24.3,0,2.1,65,1853,169
2021-06-02,11,41,23,0.048,25.7,0,1.7,56,2000,244
2021-06-02,12,41,22,0.059,26.8,0,1.9,49,2000,263
2021-06-02,13,44,23,0.071,28,0,1.2,47,2000,252
2021-06-02,14,52,30,0.08,28.8,0,2.9,42,2000,220
2021-06-02,15,53,31,0.078,29.5,0,3.1,40,2000,251
2021-06-02,16,60,35,0.073,29.5,0,3.2,39,2000,326
2021-06-02,17,73,36,0.071,28.7,0,3.7,42,2000,556
2021-06-02,18,58,33,0.063,28,0,2.8,47,2000,830
2021-06-02,19,49,31,0.053,26.5,0,2.8,49,2000,564
2021-06-02,20,48,32,0.055,24.7,0,2.8,54,2000,447
2021-06-02,21,45,29,0.046,23.3,0,3.1,54,2000,428
2021-06-02,22,40,23,0.039,22.5,0,2.7,64,2000,340
2021-06-02,23,34,18,0.036,21.9,0,1.9,65,2000,150
2021-06-03,0,31,13,0.034,21.4,0,0.6,69,2000,104
2021-06-03,1,35,16,0.031,20.8,0,1.1,70,2000,70
2021-06-03,2,31,18,0.028,20.3,0,1.1,76,2000,43
2021-06-03,3,32,16,0.026,20.3,0,1.2,77,2000,20
2021-06-03,4,41,21,0.021,20.3,0,1.3,79,2000,12
2021-06-03,5,35,17,0.018,19.8,0,1.1,83,2000,26
2021-06-03,6,33,19,0.013,19.5,0,1.6,84,2000,91
2021-06-03,7,34,19,0.023,20.1,0,1.7,83,2000,188
2021-06-03,8,34,18,0.03,21.3,0,2,79,2000,347
2021-06-03,9,29,14,0.031,22.1,0,1.9,71,2000,199
2021-06-03,10,20,11,0.035,22.5,0,2.7,63,2000,147
2021-06-03,11,26,11,0.038,22.5,0,2.9,61,2000,195
2021-06-03,12,32,19,0.033,22.6,0,1.7,62,2000,73
2021-06-03,13,34,21,0.028,21.3,1,2,75,693,12
2021-06-03,14,34,24,0.023,20.1,1,1.9,84,665,6
2021-06-03,15,34,23,0.015,19.7,1,1.1,87,448,12
2021-06-03,16,33,20,0.014,18.8,1,1.7,94,233,7
2021-06-03,17,28,22,0.014,18.7,1,0.8,93,515,11
2021-06-03,18,27,20,0.016,18.6,1,1.7,94,305,10
2021-06-03,19,26,21,0.016,18.6,1,1.2,95,374,8
2021-06-03,20,27,18,0.026,18.4,1,2.2,95,347,7
2021-06-03,21,21,4,0.036,15.5,1,6.7,80,1635,18
2021-06-03,22,26,4,0.033,14.9,1,2.2,85,2000,13
2021-06-03,23,19,4,0.031,14.9,1,1,84,1095,13
2021-06-04,0,15,3,0.029,14.7,1,2.2,91,2000,43
2021-06-04,1,16,5,0.026,14.4,0,3.2,91,2000,27
2021-06-04,2,20,4,0.029,13.9,0,1.4,94,2000,21
2021-06-04,3,15,4,0.028,13.6,0,1.4,94,1784,18
2021-06-04,4,15,7,0.026,13.4,0,1.2,95,1961,13
2021-06-04,5,16,6,0.017,13.5,0,1.3,96,1965,28
2021-06-04,6,18,4,0.018,13.8,0,0.8,96,2000,70
2021-06-04,7,17,5,0.024,14.4,0,1.9,93,1910,177
2021-06-04,8,21,6,0.026,15.5,0,2.6,87,2000,353
2021-06-04,9,19,8,0.031,17,0,2.3,81,2000,211
2021-06-04,10,27,10,0.034,18.3,0,1.9,75,2000,184
2021-06-04,11,27,16,0.047,19.5,0,2.6,69,2000,231
2021-06-04,12,34,18,0.054,20.6,0,3.6,60,2000,261
2021-06-04,13,32,14,0.06,21.3,0,4.8,54,2000,261
2021-06-04,14,38,13,0.061,22.4,0,4.5,48,2000,258
2021-06-04,15,35,11,0.055,23,0,4.1,46,2000,337
2021-06-04,16,25,9,0.053,23.1,0,5.4,40,2000,397
2021-06-04,17,27,12,0.058,22.8,0,4.9,43,2000,615
2021-06-04,18,33,12,0.059,22.5,0,4.3,45,2000,921
2021-06-04,19,31,15,0.058,21.1,0,5.4,49,2000,613
2021-06-04,20,40,17,0.053,20.1,0,2.8,56,2000,470
2021-06-04,21,34,15,0.054,19.5,0,2.6,61,2000,413
2021-06-04,22,38,17,0.051,18.7,0,1.9,65,2000,381
2021-06-04,23,32,15,0.049,18,0,2.6,69,2000,160
2021-06-05,0,33,17,0.048,17.6,0,3,72,2000,125
2021-06-05,1,25,12,0.047,17.5,0,3.3,73,2000,89
2021-06-05,2,30,15,0.046,17.4,0,2.8,71,2000,38
2021-06-05,3,23,11,0.046,17.5,0,3.7,65,2000,29
2021-06-05,4,23,12,0.043,17.1,0,3.2,70,2000,23
2021-06-05,5,26,12,0.042,17.4,0,2.8,72,2000,20
2021-06-05,6,32,12,0.04,17.7,0,2.9,73,2000,46
2021-06-05,7,30,14,0.038,17.8,0,3.5,76,2000,85
2021-06-05,8,31,16,0.037,18,0,4.8,78,1992,141
2021-06-05,9,44,19,0.035,18.4,0,3.3,82,1251,179
2021-06-05,10,56,23,0.041,19.6,0,3.1,79,1051,233
2021-06-05,11,58,28,0.055,21.8,0,2.3,72,1194,307
2021-06-05,12,52,32,0.069,22.9,0,3.5,66,1304,352
2021-06-05,13,64,33,0.071,24.1,0,3.6,63,1344,363
2021-06-05,14,63,32,0.068,24.9,0,3.4,58,1441,417
2021-06-05,15,47,22,0.063,25.3,0,4.3,53,2000,443
2021-06-05,16,49,27,0.065,25.4,0,4.4,51,2000,491
2021-06-05,17,43,25,0.067,25.2,0,3.5,53,2000,527
2021-06-05,18,41,23,0.066,24.1,0,5.4,55,2000,522
2021-06-05,19,38,23,0.062,23.3,0,4.1,50,2000,515
2021-06-05,20,40,23,0.057,22,0,2.8,56,2000,437
2021-06-05,21,55,33,0.055,21.1,0,3.3,65,1992,427
2021-06-05,22,74,47,0.055,20.4,0,2.1,77,894,334
2021-06-05,23,73,46,0.061,19.7,0,2,79,806,182
2021-06-06,0,82,58,0.057,19.1,0,2.3,86,547,109
2021-06-06,1,84,61,0.056,18.7,0,0.9,85,435,95
2021-06-06,2,89,66,0.061,18.6,0,2.2,88,402,44
2021-06-06,3,80,57,0.069,18.9,0,3.6,87,453,51
2021-06-06,4,82,57,0.07,19,0,1.9,84,549,21
2021-06-06,5,70,48,0.071,19,0,1.7,85,549,27
2021-06-06,6,69,45,0.073,19.1,0,1.6,82,660,32
2021-06-06,7,63,39,0.072,19.4,0,1.5,82,718,62
2021-06-06,8,69,47,0.067,20.1,0,3.3,80,572,81
2021-06-06,9,70,45,0.072,21.1,0,2.8,74,762,130
2021-06-06,10,71,42,0.068,21.9,0,1.6,71,907,210
2021-06-06,11,57,35,0.069,23.3,0,0.6,68,1098,244
2021-06-06,12,49,34,0.073,25.1,0,1.3,59,1949,284
2021-06-06,13,47,32,0.072,26.3,0,2.8,57,2000,356
2021-06-06,14,42,31,0.072,27.3,0,2.9,53,2000,368
2021-06-06,15,43,26,0.067,27.7,0,3,51,2000,418
2021-06-06,16,45,25,0.065,27.9,0,3.2,50,2000,498
2021-06-06,17,44,23,0.062,27.7,0,2.4,53,2000,516
2021-06-06,18,43,26,0.054,27.2,0,3.4,53,2000,448
2021-06-06,19,44,23,0.047,26.2,0,3.2,58,2000,479
2021-06-06,20,46,22,0.044,24.6,0,2.6,69,2000,407
2021-06-06,21,39,18,0.04,23.5,0,2.2,73,2000,370
2021-06-06,22,36,17,0.046,22.6,0,2.5,75,2000,260
2021-06-06,23,31,14,0.048,21.6,0,2.5,77,2000,141
2021-06-07,0,35,15,0.047,21,0,1.6,78,2000,86
2021-06-07,1,35,16,0.041,20.4,0,1.8,78,1999,48
2021-06-07,2,32,16,0.04,20,0,1.7,80,1985,24
2021-06-07,3,26,12,0.045,19.6,0,1.8,81,2000,17
2021-06-07,4,23,12,0.046,19.5,0,1.9,81,2000,15
2021-06-07,5,21,9,0.042,19.7,0,2.2,77,2000,36
2021-06-07,6,22,11,0.043,19.8,0,2.4,76,2000,93
2021-06-07,7,28,13,0.04,20.2,0,2.4,75,2000,235
2021-06-07,8,28,15,0.04,20.7,0,2.4,74,2000,370
2021-06-07,9,29,14,0.039,21,0,2,73,2000,204
2021-06-07,10,27,16,0.036,21.1,0,2.6,70,2000,155
2021-06-07,11,30,13,0.034,21.6,0,2.2,68,2000,183
2021-06-07,12,27,16,0.03,21.7,0,1.7,65,2000,129
2021-06-07,13,28,12,0.038,21.4,0,2.1,65,2000,139
2021-06-07,14,31,12,0.034,21.3,0,1.4,68,2000,199
2021-06-07,15,32,15,0.033,22.1,0,1.6,64,2000,231
2021-06-07,16,34,17,0.038,22.8,0,1,63,2000,283
2021-06-07,17,36,16,0.039,23.6,0,0.8,61,2000,510
2021-06-07,18,43,22,0.026,23.6,0,2.6,61,2000,828
2021-06-07,19,41,21,0.022,22.7,0,2.2,68,2000,535
2021-06-07,20,39,23,0.018,21.7,0,1.6,71,2000,453
2021-06-07,21,41,22,0.005,20.9,0,1.7,74,1984,353
2021-06-07,22,46,27,0.003,20.6,0,1.2,75,1772,292
2021-06-07,23,45,25,0.004,20.3,0,0.8,76,1578,138
2021-06-08,0,44,29,0.002,20.4,0,0.8,78,1633,91
2021-06-08,1,40,25,0.003,19.6,0,1.6,79,1503,55
2021-06-08,2,45,27,0.006,19.4,0,1.6,80,1597,35
2021-06-08,3,41,27,0.009,19.2,0,1.7,81,1494,30
2021-06-08,4,40,29,0.013,19.1,0,1.7,83,1346,15
2021-06-08,5,42,28,0.013,19,1,1.4,85,1110,29
2021-06-08,6,43,27,0.013,18.8,0,1.3,84,1182,104
2021-06-08,7,35,22,0.016,19.6,0,2.2,82,1676,233
2021-06-08,8,38,22,0.023,20.6,0,1.8,78,1955,362
2021-06-08,9,43,21,0.03,22.8,0,1.7,68,2000,259
2021-06-08,10,31,17,0.038,24.2,0,2.3,62,2000,197
2021-06-08,11,24,14,0.048,25.7,0,2.3,58,1600,227
2021-06-08,12,29,19,0.062,26.8,0,1.6,52,2000,256
2021-06-08,13,,,,27.6,0,2.6,52,2000,229
2021-06-08,14,,,,28.6,0,1.8,45,2000,232
2021-06-08,15,,,,29.3,0,1.5,48,2000,236
2021-06-08,16,56,46,0.041,29.4,0,2,44,2000,292
2021-06-08,17,42,28,0.036,26.4,0,3,68,1263,535
2021-06-08,18,42,31,0.029,26.2,0,0.7,65,1867,853
2021-06-08,19,46,30,0.031,25.6,0,2.3,72,1231,516
2021-06-08,20,46,35,0.025,24.6,0,1.9,74,1138,435
2021-06-08,21,39,25,0.018,24,0,1.6,77,1019,387
2021-06-08,22,32,22,0.017,23.1,0,1.4,78,1245,335
2021-06-08,23,27,18,0.016,22.3,0,1.2,81,1182,174
2021-06-09,0,28,16,0.014,21.8,0,0.3,82,1043,90
2021-06-09,1,26,16,0.015,21.2,0,1,83,1156,72
2021-06-09,2,26,17,0.011,20.6,0,1.5,79,1997,32
2021-06-09,3,31,19,0.008,20.2,0,1,79,2000,15
2021-06-09,4,30,21,0.004,19.9,0,1.6,77,2000,14
2021-06-09,5,35,21,0.003,19.6,0,1.5,78,2000,36
2021-06-09,6,33,18,0.007,19.6,0,2,77,2000,106
2021-06-09,7,29,14,0.014,19.9,0,2,77,2000,239
2021-06-09,8,32,14,0.019,21.9,0,2.5,67,2000,402
2021-06-09,9,31,14,0.028,23.5,0,1.8,62,2000,248
2021-06-09,10,37,18,0.038,26,0,1.5,58,2000,179
2021-06-09,11,35,18,0.05,27.3,0,1.5,54,2000,216
2021-06-09,12,42,23,0.065,28.9,0,0.8,52,2000,243
2021-06-09,13,43,24,0.088,30.2,0,1.8,40,2000,217
2021-06-09,14,57,33,0.107,31,0,0.9,41,2000,203
2021-06-09,15,48,31,0.11,31.3,0,2,42,2000,218
2021-06-09,16,57,35,0.116,31.3,0,3,38,2000,281
2021-06-09,17,58,38,0.107,31.4,0,2.3,38,2000,545
2021-06-09,18,47,37,0.087,30.9,0,2,42,2000,832
2021-06-09,19,50,33,0.064,29.8,0,1.8,48,2000,534
2021-06-09,20,44,33,0.048,28.3,0,0.1,52,2000,442
2021-06-09,21,50,30,0.024,27.2,0,1,56,2000,377
2021-06-09,22,49,35,0.023,26.3,0,1.1,58,2000,357
2021-06-09,23,50,33,0.006,25.6,0,0.9,59,2000,161
2021-06-10,0,56,37,0.004,24.7,0,1.7,63,2000,100
2021-06-10,1,64,41,0.007,24.2,0,0.4,64,2000,57
2021-06-10,2,,,0.01,23.9,0,0.8,66,2000,47
2021-06-10,3,,,0.009,23.5,0,0.8,67,2000,24
2021-06-10,4,,,0.011,23,0,0.6,71,2000,12
2021-06-10,5,66,53,0.017,22.4,0,1.9,71,2000,34
2021-06-10,6,49,33,0.019,22.3,0,2.2,77,1718,102
2021-06-10,7,51,36,0.025,22.7,0,2.4,75,1573,210
2021-06-10,8,51,33,0.033,23.5,0,2.4,72,2000,315
2021-06-10,9,48,30,0.039,24.7,0,2,70,1914,218
2021-06-10,10,50,32,0.05,26.1,0,1.6,64,2000,178
2021-06-10,11,49,32,0.068,27.9,0,2.4,58,2000,195
2021-06-10,12,51,36,0.072,28.4,0,2.6,55,2000,221
2021-06-10,13,42,28,0.07,29.3,0,3,48,2000,238
2021-06-10,14,37,28,0.07,29.4,0,4.1,45,2000,199
2021-06-10,15,54,36,0.062,29.5,0,5.4,45,2000,238
2021-06-10,16,58,42,0.056,28.9,0,2.6,52,2000,311
2021-06-10,17,56,40,0.048,27.9,0,2.8,53,2000,401
2021-06-10,18,65,41,0.044,26.7,0,1.8,62,1769,140
2021-06-10,19,58,42,0.037,25.1,0,1.3,73,974,65
2021-06-10,20,62,51,0.028,24,1,2.5,79,913,95
2021-06-10,21,58,46,0.03,23.7,0,1.9,82,724,83
2021-06-10,22,38,26,0.042,23.1,1,2.6,69,1997,25
2021-06-10,23,30,25,0.041,22.2,1,3,80,815,6
2021-06-11,0,29,25,0.041,20.5,1,2.2,90,511,6
2021-06-11,1,25,20,0.045,20,1,2.9,92,708,11
2021-06-11,2,26,19,0.041,20.3,1,4.4,88,1659,3
2021-06-11,3,21,15,0.037,20.1,1,2.5,95,475,8
